PCDS,LAT,LONG,pcds_clean
LU3 2PW,51.90466,-0.445193,LU32PW
LU3 2QG,51.90227,-0.451119,LU32QG
LU3 3EW,51.91984,-0.465361,LU33EW
LU3 3QB,51.91863,-0.454438,LU33QB
LU3 3RS,51.91519,-0.455748,LU33RS
LU3 3SY,51.91561,-0.450601,LU33SY
LU4 0AX,51.88976,-0.469758,LU40AX
LU4 0QQ,51.90183,-0.494218,LU40QQ
LU4 0UP,51.90254,-0.495866,LU40UP
LU4 8AT,51.88622,-0.438871,LU48AT
LU4 8EF,51.8885,-0.448338,LU48EF
LU4 8EH,51.88944,-0.443685,LU48EH
LU4 8HX,51.88844,-0.431804,LU48HX
LU4 8JS,51.88935,-0.439764,LU48JS
LU4 8NU,51.89736,-0.446114,LU48NU
LU4 9EQ,51.91132,-0.468937,LU49EQ
LU5 4DG,51.88392,-0.510247,LU54DG
LU5 4SB,51.89578,-0.515436,LU54SB
LU5 5ES,51.90498,-0.519377,LU55ES
LU5 5FP,51.89379,-0.525893,LU55FP
LU5 5FX,51.90466,-0.500141,LU55FX
LU5 5PL,51.91245,-0.505625,LU55PL
LU5 5QL,51.90687,-0.513166,LU55QL
LU5 5RL,51.90923,-0.507927,LU55RL
LU5 6BY,51.94822,-0.532825,LU56BY
LU5 6GZ,51.91137,-0.545933,LU56GZ
LU6 1FY,51.89479,-0.543038,LU61FY
LU6 1JJ,51.88872,-0.524896,LU61JJ
LU6 1LE,51.88806,-0.523261,LU61LE
LU6 1RP,51.89694,-0.555148,LU61RP
LU6 1SA,51.88684,-0.523606,LU61SA
LU6 1SU,51.88668,-0.52287,LU61SU
LU6 2NL,51.82738,-0.531965,LU62NL
LU6 3AS,51.88649,-0.526945,LU63AS
LU6 3BA,51.88699,-0.526115,LU63BA
LU6 3FN,51.87896,-0.532958,LU63FN
LU6 3HD,51.88448,-0.519426,LU63HD
LU6 3HS,51.88135,-0.514182,LU63HS
LU6 3SN,51.88544,-0.521095,LU63SN
LU7 4SF,51.90979,-0.660382,LU74SF
LU7 4WG,51.90694,-0.656993,LU74WG
LU7 9GU,51.82948,-0.648138,LU79GU
M1 2JQ,53.48104,-2.226332,M12JQ
M1 3FH,53.47858,-2.237273,M13FH
M1 4DZ,53.47935,-2.239326,M14DZ
M1 4HN,53.47998,-2.239269,M14HN
M11 1PR,53.47363,-2.161149,M111PR
M11 1WF,53.47179,-2.164411,M111WF
M11 2DX,53.47367,-2.199115,M112DX
M12 4AA,53.45691,-2.199699,M124AA
M12 4AH,53.46869,-2.217364,M124AH
M12 4AN,53.46584,-2.214924,M124AN
M12 4AW,53.46619,-2.210964,M124AW
M12 4BB,53.467,-2.216346,M124BB
M12 4JD,53.47287,-2.220865,M124JD
M12 4JY,53.4622,-2.191515,M124JY
M12 4QN,53.44925,-2.191893,M124QN
M12 5RS,53.45531,-2.192854,M125RS
M12 6AE,53.47621,-2.219903,M126AE
M12 6JH,53.47073,-2.214271,M126JH
M13 0YL,53.45419,-2.208541,M130YL
M13 9SX,53.46844,-2.22619,M139SX
M14 4UZ,53.45206,-2.241162,M144UZ
M14 5GJ,53.45866,-2.215099,M145GJ
M14 6JZ,53.44312,-2.221645,M146JZ
M14 6UB,53.43914,-2.218734,M146UB
M14 7HR,53.44852,-2.245915,M147HR
M14 7LU,53.44717,-2.245275,M147LU
M15 4AE,53.46557,-2.25954,M154AE
M15 5TG,53.46559,-2.253213,M155TG
M16 0AY,53.44763,-2.269926,M160AY
M16 0PQ,53.4602,-2.283606,M160PQ
M16 0QA,53.46223,-2.274973,M160QA
M16 7HU,53.4569,-2.257424,M167HU
M16 7SF,53.45423,-2.266519,M167SF
M16 9EA,53.46619,-2.267618,M169EA
M16 9HF,53.46415,-2.27015,M169HF
M16 9ND,53.45846,-2.262509,M169ND
M17 1DZ,53.46465,-2.309709,M171DZ
M17 1JE,53.46588,-2.31029,M171JE
M18 7JD,53.45871,-2.162116,M187JD
M18 7LP,53.45726,-2.157216,M187LP
M18 7RR,53.45719,-2.186703,M187RR
M18 8DU,53.4651,-2.165108,M188DU
M18 8HE,53.46219,-2.175881,M188HE
M19 1FL,53.43179,-2.201176,M191FL
M19 1WA,53.42093,-2.212275,M191WA
M19 2ND,53.43593,-2.206088,M192ND
M19 2TB,53.43974,-2.187168,M192TB
M19 2TF,53.43888,-2.186307,M192TF
M19 2TL,53.43892,-2.185027,M192TL
M19 3DB,53.44678,-2.188916,M193DB
M2 3WQ,53.47647,-2.243906,M23WQ
M2 4LQ,53.48114,-2.243661,M24LQ
M2 4WQ,53.48079,-2.243719,M24WQ
M20 2UW,53.4204,-2.243797,M202UW
M20 2YY,53.40874,-2.227167,M202YY
M20 3BG,53.43388,-2.228716,M203BG
M20 3HE,53.43372,-2.229694,M203HE
M20 4AW,53.43206,-2.228014,M204AW
M21 0AB,53.44231,-2.276787,M210AB
M21 0SH,53.44311,-2.272035,M210SH
M21 0UF,53.44233,-2.271518,M210UF
M21 7GH,53.43026,-2.267137,M217GH
M21 7QH,53.43171,-2.26963,M217QH
M21 7SE,53.43306,-2.264897,M217SE
M22 1TG,53.37413,-2.269429,M221TG
M22 4BF,53.40622,-2.266355,M224BF
M22 4JD,53.40462,-2.258613,M224JD
M22 4NJ,53.40577,-2.257477,M224NJ
M22 4US,53.39336,-2.248545,M224US
M22 4ZP,53.38879,-2.255134,M224ZP
M22 5DG,53.38278,-2.248918,M225DG
M22 5RQ,53.37932,-2.26124,M225RQ
M22 5TG,53.36732,-2.265103,M225TG
M22 9PQ,53.38133,-2.264289,M229PQ
M22 9UH,53.38665,-2.255632,M229UH
M23 1LP,53.39355,-2.279598,M231LP
M23 1WD,53.39321,-2.278904,M231WD
M23 9HZ,53.40494,-2.299949,M239HZ
M23 9XD,53.39664,-2.293965,M239XD
M23 9YJ,53.39309,-2.29758,M239YJ
M24 1RU,53.53431,-2.173977,M241RU
M24 2FQ,53.54779,-2.175104,M242FQ
M24 4GJ,53.54501,-2.220743,M244GJ
M24 4TL,53.55612,-2.214823,M244TL
M24 5TF,53.55017,-2.199126,M245TF
M24 6DP,53.55524,-2.196645,M246DP
M24 6UN,53.55154,-2.196975,M246UN
M25 1AE,53.53109,-2.283927,M251AE
M25 1BL,53.5302,-2.279682,M251BL
M25 1DL,53.52825,-2.270301,M251DL
M25 1QF,53.52665,-2.278708,M251QF
M25 3HQ,53.53241,-2.286123,M253HQ
M25 9JY,53.5193,-2.27237,M259JY
M25 9SB,53.51765,-2.281198,M259SB
M26 1NR,53.55963,-2.326312,M261NR
M26 2QX,53.56345,-2.318929,M262QX
M26 2ZT,53.57082,-2.311661,M262ZT
M26 4BR,53.56391,-2.334679,M264BR
M27 4HL,53.51372,-2.327618,M274HL
M27 5AF,53.50903,-2.334307,M275AF
M27 5DA,53.51107,-2.339706,M275DA
M27 5WW,53.50739,-2.333917,M275WW
M27 6AD,53.51382,-2.340347,M276AD
M27 6AH,53.5137,-2.339245,M276AH
M27 6AY,53.51507,-2.345409,M276AY
M27 6DB,53.51793,-2.335734,M276DB
M27 6NH,53.52971,-2.350068,M276NH
M27 8QR,53.51683,-2.327507,M278QR
M27 9LQ,53.51653,-2.350261,M279LQ
M28 2EB,53.49804,-2.378208,M282EB
M28 3UX,53.52547,-2.398378,M283UX
M29 7JY,53.50406,-2.445549,M297JY
M29 8AE,53.51434,-2.467961,M298AE
M29 8WS,53.51435,-2.447512,M298WS
M3 1EZ,53.49155,-2.243253,M31EZ
M3 2BA,53.4832,-2.246129,M32BA
M3 2BY,53.48024,-2.247995,M32BY
M3 2GX,53.48109,-2.248287,M32GX
M3 5BQ,53.48421,-2.248697,M35BQ
M30 0BL,53.48484,-2.337629,M300BL
M30 0DL,53.48519,-2.334165,M300DL
M30 0QT,53.48419,-2.349076,M300QT
M30 0WG,53.48416,-2.344962,M300WG
M30 0WZ,53.48326,-2.349807,M300WZ
M30 7DG,53.47577,-2.365143,M307DG
M30 7LD,53.47445,-2.374503,M307LD
M30 7NA,53.47725,-2.368938,M307NA
M30 7NB,53.47957,-2.366667,M307NB
M30 8QE,53.47967,-2.360174,M308QE
M30 9AR,53.48787,-2.337215,M309AR
M31 4DT,53.41896,-2.420795,M314DT
M31 4RW,53.41698,-2.414787,M314RW
M32 0JT,53.45559,-2.305065,M320JT
M32 0RW,53.46087,-2.288144,M320RW
M32 0TR,53.46215,-2.326198,M320TR
M32 8AQ,53.44652,-2.312679,M328AQ
M32 9RW,53.45459,-2.325839,M329RW
M33 2AA,53.42728,-2.316315,M332AA
M33 2DH,53.42424,-2.317015,M332DH
M33 3AQ,53.41782,-2.324656,M333AQ
M33 3AT,53.41821,-2.320039,M333AT
M33 3HE,53.42,-2.30466,M333HE
M33 3LW,53.4119,-2.312891,M333LW
M33 3SJ,53.41512,-2.323732,M333SJ
M33 4GT,53.41726,-2.355164,M334GT
M33 6GG,53.4277,-2.326868,M336GG
M33 6RH,53.42112,-2.330715,M336RH
M33 7AD,53.42518,-2.325464,M337AD
M33 7HH,53.42872,-2.32203,M337HH
M33 7ZF,53.42513,-2.320001,M337ZF
M33 7ZZ,53.42433,-2.3232,M337ZZ
M34 2NA,53.45742,-2.149642,M342NA
M34 3PR,53.45628,-2.117727,M343PR
M34 3QS,53.45396,-2.126303,M343QS
M34 5GL,53.47796,-2.129057,M345GL
M34 5HQ,53.47462,-2.121831,M345HQ
M35 9AD,53.51348,-2.154454,M359AD
M35 9BG,53.51207,-2.157299,M359BG
M38 9PH,53.52983,-2.415406,M389PH
M38 9PP,53.5287,-2.413992,M389PP
M4 1HQ,53.48509,-2.235862,M41HQ
M4 6DE,53.4812,-2.226363,M46DE
M4 6WX,53.4842,-2.228549,M46WX
M4 7DG,53.47932,-2.215022,M47DG
M40 1LF,53.4994,-2.181582,M401LF
M40 1QQ,53.49478,-2.165585,M401QQ
M40 3HY,53.52201,-2.167757,M403HY
M40 7PZ,53.49183,-2.222576,M407PZ
M40 8BB,53.4916,-2.212778,M408BB
M40 8WN,53.49961,-2.205552,M408WN
M40 9JG,53.51305,-2.196328,M409JG
M41 0AA,53.45066,-2.353289,M410AA
M41 0NA,53.44911,-2.354721,M410NA
M41 0TY,53.44959,-2.352075,M410TY
M41 0XL,53.44886,-2.352325,M410XL
M41 5AB,53.44848,-2.356628,M415AB
M41 6EP,53.44167,-2.375404,M416EP
M41 6HD,53.44302,-2.367573,M416HD
M41 8QT,53.44912,-2.391129,M418QT
M43 6DD,53.47894,-2.146132,M436DD
M43 6NY,53.47568,-2.161579,M436NY
M43 6PN,53.48074,-2.154425,M436PN
M43 7XD,53.4855,-2.137579,M437XD
M44 5BG,53.42855,-2.434946,M445BG
M44 5DW,53.43863,-2.43237,M445DW
M45 6AD,53.54713,-2.292636,M456AD
M45 6AT,53.54276,-2.288472,M456AT
M45 8GW,53.55081,-2.295997,M458GW
M46 0EU,53.52441,-2.496264,M460EU
M46 0RP,53.51565,-2.510474,M460RP
M46 9GJ,53.53135,-2.496331,M469GJ
M46 9QB,53.53459,-2.497862,M469QB
M5 3EB,53.46641,-2.283255,M53EB
M5 5FL,53.48585,-2.305703,M55FL
M50 1DN,53.48185,-2.305765,M501DN
M50 1RF,53.48174,-2.32677,M501RF
M50 3SG,53.46884,-2.284145,M503SG
M50 3UB,53.47132,-2.294542,M503UB
M6 5FW,53.48872,-2.289025,M65FW
M6 5JJ,53.486,-2.28875,M65JJ
M6 6NA,53.4941,-2.285474,M66NA
M7 1NF,53.49754,-2.261015,M71NF
M7 1UR,53.49305,-2.255305,M71UR
M7 3BL,53.51181,-2.282697,M73BL
M7 4DU,53.50568,-2.245988,M74DU
M7 4JD,53.51538,-2.261049,M74JD
M7 4RP,53.50837,-2.25974,M74RP
M8 0QE,53.50768,-2.235204,M80QE
M8 4JY,53.52026,-2.249541,M84JY
M8 5DP,53.51347,-2.243786,M85DP
M8 5UP,53.51322,-2.232083,M85UP
M8 8HQ,53.49412,-2.242394,M88HQ
M8 8HW,53.49487,-2.243649,M88HW
M8 8LG,53.49655,-2.238413,M88LG
M8 8RA,53.49461,-2.235629,M88RA
M9 4DD,53.51313,-2.212433,M94DD
M9 4NT,53.50962,-2.201198,M94NT
M9 7GE,53.52398,-2.192246,M97GE
M9 7HR,53.52846,-2.191859,M97HR
M9 8LT,53.52835,-2.227278,M98LT
ME1 1EL,51.3866,0.50689,ME11EL
ME1 1FG,51.38487,0.512372,ME11FG
ME1 2AU,51.3759,0.510343,ME12AU
ME1 2DR,51.38136,0.505755,ME12DR
ME1 2EE,51.37851,0.506793,ME12EE
ME1 2LU,51.36779,0.502472,ME12LU
ME1 2PF,51.36861,0.508766,ME12PF
ME1 2QT,51.37004,0.51327,ME12QT
ME1 2UT,51.36406,0.507929,ME12UT
ME1 2UZ,51.36113,0.50491,ME12UZ
ME1 3EZ,51.35005,0.501332,ME13EZ
ME1 3PY,51.3715,0.482571,ME13PY
ME1 3XX,51.33173,0.46407,ME13XX
ME10 1NR,51.34282,0.718365,ME101NR
ME10 2DG,51.34911,0.726105,ME102DG
ME10 2GE,51.36463,0.741423,ME102GE
ME10 2GR,51.36506,0.739394,ME102GR
ME10 2GU,51.36529,0.740916,ME102GU
ME10 2QL,51.35083,0.724914,ME102QL
ME10 2RT,51.36313,0.740112,ME102RT
ME10 3RY,51.34681,0.748704,ME103RY
ME10 4DD,51.33862,0.733439,ME104DD
ME10 4EE,51.33251,0.734267,ME104EE
ME10 4HE,51.331,0.732296,ME104HE
ME10 4NU,51.33828,0.734984,ME104NU
ME10 4PD,51.33974,0.738445,ME104PD
ME10 4QZ,51.32974,0.733356,ME104QZ
ME10 4RT,51.33876,0.742794,ME104RT
ME10 5AA,51.35051,0.71701,ME105AA
ME10 5JD,51.3545,0.716212,ME105JD
ME10 5JR,51.35049,0.722639,ME105JR
ME10 5TP,51.351,0.719222,ME105TP
ME12 1TA,51.44181,0.750951,ME121TA
ME12 2QY,51.43555,0.768634,ME122QY
ME12 3AN,51.41133,0.790167,ME123AN
ME12 3AU,51.42284,0.776397,ME123AU
ME12 3FX,51.41305,0.801375,ME123FX
ME12 4NH,51.40745,0.907423,ME124NH
ME13 0RH,51.31223,0.860066,ME130RH
ME13 7FZ,51.31799,0.869238,ME137FZ
ME13 7GU,51.31623,0.892608,ME137GU
ME13 8GD,51.31125,0.898466,ME138GD
ME14 1JL,51.27402,0.521389,ME141JL
ME14 1LH,51.27578,0.519564,ME141LH
ME14 1PT,51.27605,0.523923,ME141PT
ME14 1UT,51.27765,0.529014,ME141UT
ME14 1XJ,51.27849,0.525791,ME141XJ
ME14 2TP,51.28088,0.526955,ME142TP
ME14 5DZ,51.27485,0.530768,ME145DZ
ME14 5FY,51.28466,0.556461,ME145FY
ME14 5GD,51.28123,0.536869,ME145GD
ME14 5NZ,51.27977,0.549178,ME145NZ
ME15 0AG,51.23896,0.518467,ME150AG
ME15 6AQ,51.26075,0.526841,ME156AQ
ME15 6HX,51.2732,0.523996,ME156HX
ME15 6JF,51.26048,0.526912,ME156JF
ME15 6LP,51.27048,0.524837,ME156LP
ME15 6LU,51.27088,0.523898,ME156LU
ME15 6RJ,51.26281,0.508447,ME156RJ
ME15 6SX,51.26709,0.520967,ME156SX
ME15 6UY,51.26067,0.520271,ME156UY
ME15 6XW,51.27255,0.520978,ME156XW
ME15 6YQ,51.27006,0.521788,ME156YQ
ME15 7BS,51.26564,0.525833,ME157BS
ME15 8GA,51.26649,0.556243,ME158GA
ME15 8JJ,51.26408,0.572567,ME158JJ
ME15 8PR,51.26744,0.568568,ME158PR
ME15 8WN,51.24219,0.565857,ME158WN
ME15 8YL,51.24589,0.567138,ME158YL
ME15 9GP,51.24277,0.556991,ME159GP
ME16 0LL,51.29159,0.503316,ME160LL
ME16 8FE,51.26773,0.51597,ME168FE
ME16 8RA,51.27063,0.517189,ME168RA
ME16 9FZ,51.2807,0.486033,ME169FZ
ME17 2DD,51.24314,0.698769,ME172DD
ME17 3FF,51.23845,0.568486,ME173FF
ME17 4PT,51.23533,0.495648,ME174PT
ME17 4TB,51.23451,0.489085,ME174TB
ME18 5LW,51.25869,0.396449,ME185LW
ME18 5NS,51.25535,0.423908,ME185NS
ME18 6AL,51.23624,0.442087,ME186AL
ME19 4AE,51.27689,0.396809,ME194AE
ME19 6BJ,51.28786,0.438343,ME196BJ
ME19 6DZ,51.29555,0.441748,ME196DZ
ME2 2EG,51.39201,0.489906,ME22EG
ME2 2JH,51.39297,0.491381,ME22JH
ME2 2LB,51.38736,0.473498,ME22LB
ME2 2LS,51.39044,0.48765,ME22LS
ME2 2UX,51.39401,0.463347,ME22UX
ME2 4AB,51.39389,0.497915,ME24AB
ME2 4BH,51.38998,0.518142,ME24BH
ME2 4DP,51.39003,0.51954,ME24DP
ME2 4DY,51.39707,0.516376,ME24DY
ME2 4DZ,51.39868,0.51136,ME24DZ
ME2 4HN,51.39204,0.514173,ME24HN
ME2 4HU,51.39306,0.513409,ME24HU
ME2 4QW,51.39326,0.516554,ME24QW
ME2 4TR,51.39616,0.493223,ME24TR
ME2 4WQ,51.39634,0.498781,ME24WQ
ME20 6HP,51.30414,0.432491,ME206HP
ME20 7BS,51.30427,0.48326,ME207BS
ME20 7EU,51.32361,0.504658,ME207EU
ME20 7FF,51.30103,0.473975,ME207FF
ME20 7NA,51.29037,0.471336,ME207NA
ME20 7SU,51.29383,0.475596,ME207SU
ME3 8FD,51.41439,0.514738,ME38FD
ME3 8FP,51.41079,0.513763,ME38FP
ME3 8ST,51.45153,0.563574,ME38ST
ME3 9JF,51.42731,0.561254,ME39JF
ME3 9JH,51.42662,0.55677,ME39JH
ME3 9UT,51.42105,0.566988,ME39UT
ME3 9XW,51.42191,0.571884,ME39XW
ME4 3AN,51.40694,0.53659,ME43AN
ME4 4EE,51.38369,0.520427,ME44EE
ME4 4EQ,51.38316,0.518731,ME44EQ
ME4 4NP,51.37939,0.532335,ME44NP
ME4 4QU,51.40135,0.538998,ME44QU
ME4 4TR,51.38911,0.524017,ME44TR
ME4 4TZ,51.39424,0.527592,ME44TZ
ME4 5HB,51.37217,0.536161,ME45HB
ME4 5LU,51.37349,0.535041,ME45LU
ME4 5RB,51.37682,0.525812,ME45RB
ME4 5UF,51.37099,0.529155,ME45UF
ME4 5XP,51.36813,0.52815,ME45XP
ME4 6BA,51.38241,0.520745,ME46BA
ME4 6BB,51.38254,0.518596,ME46BB
ME4 6BE,51.38164,0.5227,ME46BE
ME4 6BW,51.37986,0.523235,ME46BW
ME4 6DP,51.37439,0.5219,ME46DP
ME4 6DQ,51.37473,0.521343,ME46DQ
ME4 6FE,51.35529,0.509475,ME46FE
ME4 6HZ,51.35871,0.514,ME46HZ
ME4 6SB,51.37841,0.518701,ME46SB
ME4 6TW,51.38053,0.517494,ME46TW
ME5 0UD,51.34855,0.520581,ME50UD
ME5 7DX,51.3642,0.546137,ME57DX
ME5 7JZ,51.36818,0.548168,ME57JZ
ME5 7SS,51.36515,0.547698,ME57SS
ME5 8AH,51.34389,0.529559,ME58AH
ME5 8DJ,51.34053,0.532044,ME58DJ
ME5 8UD,51.32858,0.545152,ME58UD
ME5 8XG,51.34518,0.542439,ME58XG
ME5 8XZ,51.33363,0.544169,ME58XZ
ME5 9AJ,51.34412,0.523268,ME59AJ
ME5 9FD,51.34759,0.507431,ME59FD
ME5 9JG,51.32958,0.538504,ME59JG
ME6 5DF,51.33015,0.441863,ME65DF
ME7 1BB,51.38908,0.54299,ME71BB
ME7 1FU,51.39622,0.5568,ME71FU
ME7 1FX,51.39616,0.554884,ME71FX
ME7 2QB,51.3891,0.56701,ME72QB
ME7 2YX,51.37243,0.558204,ME72YX
ME7 2YY,51.37215,0.559754,ME72YY
ME7 3QG,51.3493,0.570731,ME73QG
ME7 4AQ,51.37556,0.55582,ME74AQ
ME7 4JH,51.37861,0.558217,ME74JH
ME7 4LP,51.38189,0.549217,ME74LP
ME7 4NA,51.37652,0.551764,ME74NA
ME7 4NT,51.38644,0.550547,ME74NT
ME7 4PG,51.38553,0.549088,ME74PG
ME7 4QE,51.38646,0.552029,ME74QE
ME7 4RP,51.38403,0.549278,ME74RP
ME7 5AE,51.39137,0.529805,ME75AE
ME7 5EG,51.38609,0.542666,ME75EG
ME7 5LN,51.37828,0.547535,ME75LN
ME7 5TT,51.38381,0.544494,ME75TT
ME7 5TX,51.38699,0.544757,ME75TX
ME7 5XX,51.37765,0.548205,ME75XX
ME8 0AN,51.36155,0.587277,ME80AN
ME8 0PZ,51.3645,0.573981,ME80PZ
ME8 6TT,51.37016,0.590147,ME86TT
ME8 7EG,51.36716,0.597205,ME87EG
ME8 7HX,51.36474,0.604826,ME87HX
ME8 7JH,51.36329,0.607688,ME87JH
ME8 7RG,51.36502,0.601322,ME87RG
ME8 7SB,51.3648,0.610116,ME87SB
ME9 0NT,51.26352,0.758567,ME90NT
ME9 7AZ,51.37154,0.642471,ME97AZ
ME9 8GR,51.37194,0.726269,ME98GR
ME9 8LR,51.33625,0.703835,ME98LR
ME9 8LZ,51.34701,0.694443,ME98LZ
ME9 8SU,51.37679,0.721757,ME98SU
ME9 8TE,51.37956,0.727498,ME98TE
ME9 9AD,51.3345,0.769791,ME99AD
MK1 1BA,52.00171,-0.715463,MK11BA
MK1 1BW,52.00043,-0.72006,MK11BW
MK1 1BZ,52.00971,-0.723554,MK11BZ
MK1 1DX,52.00255,-0.73295,MK11DX
MK1 1FB,52.00742,-0.71951,MK11FB
MK1 1PT,52.00837,-0.725865,MK11PT
MK1 1QT,52.00949,-0.728179,MK11QT
MK1 1QY,52.00879,-0.72849,MK11QY
MK1 1RH,52.00217,-0.730062,MK11RH
MK1 1SW,52.0092,-0.719387,MK11SW
MK10 7DD,52.04254,-0.682186,MK107DD
MK10 7ET,52.05112,-0.691778,MK107ET
MK10 7GF,52.05031,-0.683299,MK107GF
MK10 7GG,52.04974,-0.68371,MK107GG
MK10 7HP,52.04876,-0.686509,MK107HP
MK10 7NS,52.04649,-0.669967,MK107NS
MK10 9EA,52.03566,-0.69395,MK109EA
MK10 9LD,52.04229,-0.691977,MK109LD
MK10 9NW,52.04689,-0.698872,MK109NW
MK10 9RG,52.05164,-0.702161,MK109RG
MK11 1AA,52.05647,-0.852399,MK111AA
MK11 1HT,52.05867,-0.851044,MK111HT
MK11 1PA,52.05263,-0.839035,MK111PA
MK11 3HA,52.04819,-0.825063,MK113HA
MK11 4AL,52.04524,-0.832694,MK114AL
MK11 4BH,52.04382,-0.839395,MK114BH
MK11 4DH,52.04688,-0.841751,MK114DH
MK12 5LY,52.0631,-0.807982,MK125LY
MK12 5NW,52.05967,-0.834083,MK125NW
MK12 5TW,52.05948,-0.831126,MK125TW
MK12 6AH,52.05381,-0.825003,MK126AH
MK13 0DF,52.06544,-0.790632,MK130DF
MK13 7AG,52.05744,-0.786225,MK137AG
MK13 7LD,52.05273,-0.778506,MK137LD
MK14 5DU,52.0665,-0.753505,MK145DU
MK14 6BS,52.06294,-0.76437,MK146BS
MK14 6GD,52.05963,-0.763455,MK146GD
MK14 6JX,52.06269,-0.749746,MK146JX
MK14 6LS,52.05738,-0.759389,MK146LS
MK14 6LY,52.05616,-0.757935,MK146LY
MK14 7AH,52.0495,-0.758091,MK147AH
MK14 7QE,52.05458,-0.747172,MK147QE
MK15 0DU,52.04818,-0.711463,MK150DU
MK15 9HY,52.0643,-0.724376,MK159HY
MK15 9JY,52.05722,-0.730937,MK159JY
MK16 8JA,52.0868,-0.737119,MK168JA
MK16 8JS,52.08686,-0.725004,MK168JS
MK16 9EY,52.08308,-0.714341,MK169EY
MK16 9FX,52.07962,-0.703466,MK169FX
MK16 9PY,52.0796,-0.70354,MK169PY
MK17 0QN,51.97312,-0.880644,MK170QN
MK17 8BE,52.04327,-0.639748,MK178BE
MK17 8DX,52.01241,-0.636196,MK178DX
MK17 8YW,52.03183,-0.670533,MK178YW
MK17 9GY,51.99115,-0.707187,MK179GY
MK17 9LN,51.98354,-0.680583,MK179LN
MK18 1LF,52.00594,-0.987591,MK181LF
MK18 1TF,51.98682,-0.979852,MK181TF
MK18 1US,52.01126,-0.979982,MK181US
MK18 3DN,51.94563,-0.882535,MK183DN
MK18 3HL,51.94123,-0.878935,MK183HL
MK18 7DS,51.99577,-0.965127,MK187DS
MK18 7EB,51.99502,-0.97687,MK187EB
MK18 7RA,51.98789,-0.973901,MK187RA
MK18 7RR,51.98793,-0.97208,MK187RR
MK19 6DG,52.03286,-0.887712,MK196DG
MK19 6DJ,52.06583,-0.866149,MK196DJ
MK19 6FG,52.06628,-0.867174,MK196FG
MK19 6NH,52.05943,-0.869097,MK196NH
MK19 7LU,52.11484,-0.827242,MK197LU
MK2 2BL,51.99843,-0.715149,MK22BL
MK2 2DD,51.9998,-0.71546,MK22DD
MK2 2DH,51.99513,-0.728804,MK22DH
MK2 2RU,51.99434,-0.731215,MK22RU
MK2 3HU,51.98606,-0.72976,MK23HU
MK2 3HW,51.98478,-0.730233,MK23HW
MK2 3LS,51.98847,-0.72774,MK23LS
MK3 5GQ,51.97332,-0.741227,MK35GQ
MK3 5JB,51.99111,-0.757726,MK35JB
MK3 6DP,52.00147,-0.740192,MK36DP
MK3 6FH,51.99885,-0.739551,MK36FH
MK3 7LS,52.00444,-0.753905,MK37LS
MK4 1EL,52.00816,-0.758304,MK41EL
MK4 2EW,52.00603,-0.781119,MK42EW
MK4 2JW,52.00404,-0.774501,MK42JW
MK4 2LS,52.00731,-0.77565,MK42LS
MK4 4BP,52.00352,-0.802967,MK44BP
MK4 4DD,52.00487,-0.794699,MK44DD
MK4 4ET,52.00428,-0.800499,MK44ET
MK4 4TY,52.00655,-0.8095,MK44TY
MK40 1DN,52.13526,-0.475625,MK401DN
MK40 1EZ,52.13853,-0.47072,MK401EZ
MK40 1HH,52.13839,-0.471324,MK401HH
MK40 1NS,52.1374,-0.467617,MK401NS
MK40 2AA,52.13955,-0.475902,MK402AA
MK40 2BP,52.1397,-0.473369,MK402BP
MK40 2DH,52.14403,-0.480572,MK402DH
MK40 2DQ,52.14363,-0.479197,MK402DQ
MK40 2EN,52.14101,-0.468005,MK402EN
MK40 2EQ,52.14193,-0.476932,MK402EQ
MK40 2FG,52.13978,-0.478116,MK402FG
MK40 2PR,52.13937,-0.462917,MK402PR
MK40 2PU,52.14114,-0.460153,MK402PU
MK40 2QG,52.13931,-0.473923,MK402QG
MK40 2QT,52.13941,-0.468951,MK402QT
MK40 2RD,52.14009,-0.469235,MK402RD
MK40 2SR,52.13894,-0.468441,MK402SR
MK40 2TE,52.13895,-0.467389,MK402TE
MK40 2UD,52.14217,-0.472086,MK402UD
MK40 3JG,52.13874,-0.462939,MK403JG
MK40 3JJ,52.13837,-0.462163,MK403JJ
MK40 3NR,52.13721,-0.461165,MK403NR
MK40 3NT,52.13626,-0.46431,MK403NT
MK40 3US,52.13565,-0.465339,MK403US
MK41 0AB,52.14339,-0.432761,MK410AB
MK41 0EH,52.14573,-0.418766,MK410EH
MK41 0GD,52.15521,-0.422757,MK410GD
MK41 0TN,52.15353,-0.417349,MK410TN
MK41 6EJ,52.15823,-0.487647,MK416EJ
MK41 7GD,52.16895,-0.462762,MK417GD
MK41 7PH,52.1508,-0.474729,MK417PH
MK41 7PZ,52.15011,-0.458967,MK417PZ
MK41 8FB,52.14925,-0.435859,MK418FB
MK42 0DH,52.13173,-0.465138,MK420DH
MK42 0DJ,52.12985,-0.463551,MK420DJ
MK42 0DS,52.12625,-0.456327,MK420DS
MK42 0EW,52.1225,-0.459101,MK420EW
MK42 0GQ,52.12027,-0.438918,MK420GQ
MK42 0HU,52.11384,-0.422405,MK420HU
MK42 0NS,52.12762,-0.460969,MK420NS
MK42 6EA,52.09726,-0.463839,MK426EA
MK42 7FT,52.10695,-0.507299,MK427FT
